Load Cell1,Load Cell2,Muscle Length 1, Muscle Length2
-0.092444,0.152916,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.088242,0.155622,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.088242,0.152916,1.000000,1.000000
-0.084040,0.151562,1.000000,1.000000
-0.091043,0.155622,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.093844,0.151562,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.091043,0.151562,1.000000,1.000000
-0.089642,0.154269,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.088242,0.154269,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.086841,0.150209,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.089642,0.152916,1.000000,1.000000
-0.092444,0.150209,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.088242,0.151562,1.000000,1.000000
-0.088242,0.151562,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.088242,0.156975,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.086841,0.151562,1.000000,1.000000
-0.088242,0.150209,1.000000,1.000000
-0.089642,0.152916,1.000000,1.000000
-0.088242,0.150209,1.000000,1.000000
-0.093844,0.150209,1.000000,1.000000
-0.091043,0.151562,1.000000,1.000000
-0.088242,0.154269,1.000000,1.000000
-0.091043,0.154269,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.091043,0.156975,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.091043,0.151562,1.000000,1.000000
-0.095245,0.152916,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.091043,0.152916,1.000000,1.000000
-0.089642,0.152916,1.000000,1.000000
-0.091043,0.151562,1.000000,1.000000
-0.089642,0.156975,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.088242,0.150209,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.088242,0.154269,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.091043,0.152916,1.000000,1.000000
-0.092444,0.150209,1.000000,1.000000
-0.093844,0.151562,1.000000,1.000000
-0.089642,0.152916,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.091043,0.155622,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.091043,0.152916,1.000000,1.000000
-0.093844,0.148856,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.092444,0.150209,1.000000,1.000000
-0.088242,0.151562,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.086841,0.152916,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.095245,0.151562,1.000000,1.000000
-0.089642,0.152916,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.086841,0.158329,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.089642,0.152916,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.088242,0.150209,1.000000,1.000000
-0.091043,0.152916,1.000000,1.000000
-0.092444,0.152916,1.000000,1.000000
-0.092444,0.150209,1.000000,1.000000
-0.092444,0.152916,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.085440,0.154269,1.000000,1.000000
-0.086841,0.151562,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.089642,0.152916,1.000000,1.000000
-0.086841,0.148856,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.091043,0.154269,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.091043,0.151562,1.000000,1.000000
-0.086841,0.148856,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.086841,0.151562,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.088242,0.150209,1.000000,1.000000
-0.092444,0.154269,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.092444,0.150209,1.000000,1.000000
-0.084040,0.147503,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.091043,0.151562,1.000000,1.000000
-0.088242,0.151562,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.089642,0.152916,1.000000,1.000000
-0.088242,0.151562,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.091043,0.154269,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.086841,0.150209,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.092444,0.154269,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.086841,0.147503,1.000000,1.000000
-0.089642,0.152916,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.089642,0.146149,1.000000,1.000000
-0.092444,0.150209,1.000000,1.000000
-0.091043,0.147503,1.000000,1.000000
-0.088242,0.150209,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.091043,0.151562,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.088242,0.152916,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.091043,0.152916,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.092444,0.150209,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.091043,0.151562,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.088242,0.147503,1.000000,1.000000
-0.086841,0.151562,1.000000,1.000000
-0.088242,0.151562,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.092444,0.150209,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.089642,0.151562,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.088242,0.151562,1.000000,1.000000
-0.088242,0.148856,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.089642,0.152916,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.091043,0.151562,1.000000,1.000000
-0.085440,0.150209,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.082639,0.148856,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.088242,0.152916,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.088242,0.147503,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.091043,0.144796,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.093844,0.148856,1.000000,1.000000
-0.093844,0.152916,1.000000,1.000000
-0.088242,0.146149,1.000000,1.000000
-0.091043,0.147503,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.085440,0.148856,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.089642,0.144796,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.095245,0.143443,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.084040,0.146149,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.099447,0.150209,1.000000,1.000000
-0.091043,0.144796,1.000000,1.000000
-0.091043,0.143443,1.000000,1.000000
-0.095245,0.147503,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.095245,0.147503,1.000000,1.000000
-0.091043,0.144796,1.000000,1.000000
-0.089642,0.146149,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.092444,0.154269,1.000000,1.000000
-0.092444,0.152916,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.096645,0.147503,1.000000,1.000000
-0.091043,0.143443,1.000000,1.000000
-0.092444,0.136677,1.000000,1.000000
-0.098046,0.147503,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.088242,0.151562,1.000000,1.000000
-0.096645,0.144796,1.000000,1.000000
-0.092444,0.150209,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.092444,0.142090,1.000000,1.000000
-0.096645,0.147503,1.000000,1.000000
-0.100847,0.154269,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.093844,0.146149,1.000000,1.000000
-0.096645,0.147503,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.095245,0.151562,1.000000,1.000000
-0.098046,0.142090,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.093844,0.151562,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.095245,0.143443,1.000000,1.000000
-0.093844,0.146149,1.000000,1.000000
-0.098046,0.154269,1.000000,1.000000
-0.091043,0.147503,1.000000,1.000000
-0.098046,0.147503,1.000000,1.000000
-0.093844,0.147503,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.086841,0.144796,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.095245,0.148856,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.096645,0.147503,1.000000,1.000000
-0.093844,0.143443,1.000000,1.000000
-0.095245,0.144796,1.000000,1.000000
-0.098046,0.146149,1.000000,1.000000
-0.093844,0.142090,1.000000,1.000000
-0.093844,0.142090,1.000000,1.000000
-0.096645,0.144796,1.000000,1.000000
-0.095245,0.144796,1.000000,1.000000
-0.095245,0.146149,1.000000,1.000000
-0.098046,0.140737,1.000000,1.000000
-0.093844,0.147503,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.096645,0.144796,1.000000,1.000000
-0.095245,0.146149,1.000000,1.000000
-0.100847,0.144796,1.000000,1.000000
-0.098046,0.143443,1.000000,1.000000
-0.095245,0.146149,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.099447,0.144796,1.000000,1.000000
-0.098046,0.148856,1.000000,1.000000
-0.095245,0.146149,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.091043,0.147503,1.000000,1.000000
-0.096645,0.144796,1.000000,1.000000
-0.095245,0.144796,1.000000,1.000000
-0.098046,0.147503,1.000000,1.000000
-0.095245,0.144796,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.095245,0.146149,1.000000,1.000000
-0.096645,0.146149,1.000000,1.000000
-0.095245,0.144796,1.000000,1.000000
-0.098046,0.144796,1.000000,1.000000
-0.098046,0.146149,1.000000,1.000000
-0.093844,0.147503,1.000000,1.000000
-0.095245,0.142090,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.095245,0.143443,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.092444,0.150209,1.000000,1.000000
-0.093844,0.146149,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.095245,0.144796,1.000000,1.000000
-0.095245,0.147503,1.000000,1.000000
-0.096645,0.147503,1.000000,1.000000
-0.093844,0.143443,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.091043,0.144796,1.000000,1.000000
-0.096645,0.144796,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.093844,0.143443,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.093844,0.146149,1.000000,1.000000
-0.093844,0.146149,1.000000,1.000000
-0.093844,0.147503,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.088242,0.150209,1.000000,1.000000
-0.095245,0.146149,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.093844,0.147503,1.000000,1.000000
-0.095245,0.147503,1.000000,1.000000
-0.093844,0.142090,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.093844,0.148856,1.000000,1.000000
-0.095245,0.142090,1.000000,1.000000
-0.095245,0.143443,1.000000,1.000000
-0.093844,0.148856,1.000000,1.000000
-0.084040,0.144796,1.000000,1.000000
-0.096645,0.150209,1.000000,1.000000
-0.093844,0.146149,1.000000,1.000000
-0.095245,0.148856,1.000000,1.000000
-0.093844,0.148856,1.000000,1.000000
-0.092444,0.139383,1.000000,1.000000
-0.096645,0.144796,1.000000,1.000000
-0.092444,0.142090,1.000000,1.000000
-0.096645,0.144796,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.088242,0.147503,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.096645,0.146149,1.000000,1.000000
-0.096645,0.147503,1.000000,1.000000
-0.096645,0.148856,1.000000,1.000000
-0.086841,0.140737,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.095245,0.147503,1.000000,1.000000
-0.096645,0.147503,1.000000,1.000000
-0.095245,0.146149,1.000000,1.000000
-0.096645,0.148856,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.093844,0.147503,1.000000,1.000000
-0.098046,0.147503,1.000000,1.000000
-0.095245,0.142090,1.000000,1.000000
-0.093844,0.142090,1.000000,1.000000
-0.096645,0.150209,1.000000,1.000000
-0.088242,0.143443,1.000000,1.000000
-0.096645,0.147503,1.000000,1.000000
-0.095245,0.147503,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.088242,0.148856,1.000000,1.000000
-0.091043,0.143443,1.000000,1.000000
-0.098046,0.147503,1.000000,1.000000
-0.095245,0.147503,1.000000,1.000000
-0.095245,0.147503,1.000000,1.000000
-0.093844,0.146149,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.095245,0.148856,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.095245,0.143443,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.093844,0.143443,1.000000,1.000000
-0.095245,0.147503,1.000000,1.000000
-0.096645,0.148856,1.000000,1.000000
-0.096645,0.144796,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.095245,0.144796,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.093844,0.147503,1.000000,1.000000
-0.091043,0.144796,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.093844,0.146149,1.000000,1.000000
-0.093844,0.150209,1.000000,1.000000
-0.099447,0.144796,1.000000,1.000000
-0.093844,0.146149,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.086841,0.146149,1.000000,1.000000
-0.095245,0.146149,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.099447,0.143443,1.000000,1.000000
-0.093844,0.146149,1.000000,1.000000
-0.095245,0.147503,1.000000,1.000000
-0.093844,0.148856,1.000000,1.000000
-0.099447,0.144796,1.000000,1.000000
-0.096645,0.140737,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.092444,0.148856,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.092444,0.140737,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.092444,0.147503,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.099447,0.146149,1.000000,1.000000
-0.091043,0.144796,1.000000,1.000000
-0.096645,0.144796,1.000000,1.000000
-0.095245,0.144796,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.089642,0.150209,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.098046,0.144796,1.000000,1.000000
-0.095245,0.146149,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.091043,0.143443,1.000000,1.000000
-0.091043,0.144796,1.000000,1.000000
-0.088242,0.147503,1.000000,1.000000
-0.089642,0.148856,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.089642,0.146149,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.098046,0.143443,1.000000,1.000000
-0.093844,0.147503,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.091043,0.151562,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.091043,0.152916,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.091043,0.143443,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.096645,0.148856,1.000000,1.000000
-0.092444,0.142090,1.000000,1.000000
-0.091043,0.150209,1.000000,1.000000
-0.091043,0.144796,1.000000,1.000000
-0.093844,0.147503,1.000000,1.000000
-0.092444,0.151562,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.088242,0.144796,1.000000,1.000000
-0.088242,0.142090,1.000000,1.000000
-0.093844,0.144796,1.000000,1.000000
-0.089642,0.144796,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.095245,0.143443,1.000000,1.000000
-0.089642,0.144796,1.000000,1.000000
-0.099447,0.147503,1.000000,1.000000
-0.091043,0.140737,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.089642,0.147503,1.000000,1.000000
-0.091043,0.143443,1.000000,1.000000
-0.093844,0.147503,1.000000,1.000000
-0.089642,0.146149,1.000000,1.000000
-0.086841,0.144796,1.000000,1.000000
-0.096645,0.140737,1.000000,1.000000
-0.091043,0.146149,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.088242,0.140737,1.000000,1.000000
-0.096645,0.146149,1.000000,1.000000
-0.088242,0.147503,1.000000,1.000000
-0.085440,0.147503,1.000000,1.000000
-0.091043,0.143443,1.000000,1.000000
-0.092444,0.142090,1.000000,1.000000
-0.091043,0.148856,1.000000,1.000000
-0.093844,0.142090,1.000000,1.000000
-0.096645,0.146149,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.088242,0.144796,1.000000,1.000000
-0.089642,0.142090,1.000000,1.000000
-0.089642,0.142090,1.000000,1.000000
-0.098046,0.144796,1.000000,1.000000
-0.091043,0.142090,1.000000,1.000000
-0.091043,0.152916,1.000000,1.000000
-0.091043,0.143443,1.000000,1.000000
-0.089642,0.144796,1.000000,1.000000
-0.091043,0.143443,1.000000,1.000000
-0.092444,0.144796,1.000000,1.000000
-0.092444,0.146149,1.000000,1.000000
-0.091043,0.144796,1.000000,1.000000
-0.082639,0.146149,1.000000,1.000000
-0.092444,0.143443,1.000000,1.000000
-0.091043,0.143443,1.000000,1.000000
-0.091043,0.144796,1.000000,1.000000
-0.089642,0.142090,1.000000,1.000000
-0.089642,0.144796,1.000000,1.000000
-0.084040,0.148856,1.000000,1.000000
